Survey_ID,Eater_Type,Motivation_Animal_Protection,Motivation_Concern_for_Environment,Motivation_Cost,Motivation_Health,Motivation_Religious_Spiritual_Beliefs,Motivation_Social_Influence ,Motivation_Social_Justice_or_World_Hunger,Motivation_Taste_Preferences,Motivation_Following_Food_Trend,Motivation_Feelings_of_Disgust_about_Meat,Age_Transitioned_to_Vegnism,Gender,State,Education,Political,Race_Ethnicity,Religion
9934,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,50,Other,Puerto Rico,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
9938,Omnivore,,,,,,,,,,,,Female,Montana,Some education after high school -  no degree,Neutral/Centrist,African American or Black,Christian (Catholic -  Protestant -  etc.)
9949,Omnivore,,,,,,,,,,,,Female,North Dakota,Some education after high school -  no degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
9968,Vegetarian,Mild,Not at All,Not at All,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,22,Female,Illinois,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
9984,Omnivore,,,,,,,,,,,,Female,Iowa,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
9985,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,50,Female,California,Some education after high school -  no degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
9989,Omnivore,,,,,,,,,,,,Female,Pennsylvania,Bachelors degree,Strongly Liberal,White,Christian (Catholic -  Protestant -  etc.)
9993,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Some education after high school -  no degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
10005,Vegan,Strong,Somewhat,Not at All,Mild,Not at All,Somewhat,Not at All,Not at All,Not at All,Strong,38,Female,Minnesota,Less than 12th grade -  no diploma,Moderately Conservative,White,Do not actively practice a religion
10007,Omnivore,,,,,,,,,,,,Female,New Mexico,Associates degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10009,Vegan,Very Strong,Somewhat,Not at All,Not at All,Not at All,Somewhat,Not at All,Somewhat,Somewhat,Somewhat,18,Female,Puerto Rico,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
10012,Omnivore,,,,,,,,,,,,Female,Massachusetts,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
10017,Omnivore,,,,,,,,,,,,Male,Montana,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10019,Omnivore,,,,,,,,,,,,Male,California,Graduate or professional degree,Moderately Conservative,Other race/ethnicity (including two or more),Christian (Catholic -  Protestant -  etc.)
10023,Vegetarian,Somewhat,Somewhat,Mild,Somewhat,Not at All,Not at All,Somewhat,Somewhat,Not at All,Somewhat,12,Female,North Dakota,Graduate or professional degree,Strongly Liberal,White,Jewish
10028,Omnivore,,,,,,,,,,,,Male,Georgia,Some education after high school -  no degree,Strongly Liberal,White,Do not actively practice a religion
10029,Omnivore,,,,,,,,,,,,Female,Montana,Graduate or professional degree,Neutral/Centrist,African American or Black,Do not actively practice a religion
10040,Omnivore,,,,,,,,,,,,Female,Connecticut,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
10045,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Neutral/Centrist,White,Jewish
10051,Omnivore,,,,,,,,,,,,Female,Washington,Some education after high school -  no degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
10057,Omnivore,,,,,,,,,,,,Female,Georgia,Bachelors degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
10099,Vegetarian,Very Strong,Somewhat,Not at All,Not at All,Strong,Somewhat,Not at All,Somewhat,Somewhat,Somewhat,11,Female,North Carolina,Bachelors degree,Neutral/Centrist,Indian,Hindu
10100,Omnivore,,,,,,,,,,,,Female,California,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10102,Omnivore,,,,,,,,,,,,Female,Indiana,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10110,Omnivore,,,,,,,,,,,,Male,North Carolina,Graduate or professional degree,Strongly Liberal,White,Jewish
10122,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Graduate or professional degree,Strongly Conservative,Christian (Catholic -  Protestant -  etc.),Hindu
10127,Omnivore,,,,,,,,,,,,Female,Texas,High school diploma (or equivalent),Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
10139,Omnivore,,,,,,,,,,,,Female,California,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10161,Vegetarian,Mild,Not at All,Not at All,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,13,Female,California,Some education after high school -  no degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
10164,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
10184,Vegan,Somewhat,Mild,Not at All,Somewhat,Not at All,Mild,Mild,Mild,Not at All,Not at All,22,Female,Washington,Graduate or professional degree,Strongly Liberal,White,Jewish
10188,Omnivore,,,,,,,,,,,,Female,Maine,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
10193,Omnivore,,,,,,,,,,,,Female,Tennessee,Bachelors degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
10196,Omnivore,,,,,,,,,,,,Male,Hawaii,Bachelors degree,Neutral/Centrist,Hispanic -  Latino -  or Spanish origin,Christian (Catholic -  Protestant -  etc.)
10211,Omnivore,,,,,,,,,,,,Female,North Carolina,Some education after high school -  no degree,Strongly Liberal,White,Do not actively practice a religion
10224,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
10230,Omnivore,,,,,,,,,,,,Male,New Mexico,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
10240,Omnivore,,,,,,,,,,,,Male,Oklahoma,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
10250,Omnivore,,,,,,,,,,,,Female,Pennsylvania,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10257,Omnivore,,,,,,,,,,,,Female,Nebraska,Some education after high school -  no degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
10265,Omnivore,,,,,,,,,,,,Female,Arizona,Some education after high school -  no degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
10270,Vegetarian,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,Not at All,Mild,Not at All,Not at All,35,Female,North Carolina,Associates degree,Neutral/Centrist,African American or Black,Do not actively practice a religion
10284,Vegetarian,Somewhat,Somewhat,Very Strong,Very Strong,Somewhat,Somewhat,Somewhat,Strong,Mild,Somewhat,30,Female,California,Bachelors degree,Strongly Liberal,White,Jewish
10285,Omnivore,,,,,,,,,,,,Female,Utah,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
10288,Omnivore,,,,,,,,,,,,Female,Kansas,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10289,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10300,Vegetarian,Somewhat,Somewhat,Very Strong,Very Strong,Somewhat,Somewhat,Somewhat,Strong,Mild,Somewhat,43,Male,Georgia,Associates degree,Moderately Conservative,White,Do not actively practice a religion
10303,Omnivore,,,,,,,,,,,,Male,Arizona,Associates degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
10307,Omnivore,,,,,,,,,,,,Female,Michigan,High school diploma (or equivalent),Strongly Liberal,Other race/ethnicity (including two or more),Christian (Catholic -  Protestant -  etc.)
10309,Omnivore,,,,,,,,,,,,Male,Indiana,Some education after high school -  no degree,Moderately Liberal,White,Do not actively practice a religion
10314,Vegan,Strong,Somewhat,Not at All,Mild,Strong,Somewhat,Not at All,Not at All,Not at All,Strong,63,Male,Oregon,Associates degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
10326,Omnivore,,,,,,,,,,,,Male,North Dakota,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
10335,Omnivore,,,,,,,,,,,,Female,Alabama,High school diploma (or equivalent),Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
10352,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10369,Omnivore,,,,,,,,,,,,Female,Texas,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
10370,Omnivore,,,,,,,,,,,,Male,West Virginia,Bachelors degree,Neutral/Centrist,Indian,Hindu
10400,Vegan,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,48,Female,West Virginia,Associates degree,Strongly Conservative,White,Do not actively practice a religion
10402,Omnivore,,,,,,,,,,,,Male,West Virginia,Some education after high school -  no degree,Moderately Conservative,White,Other religion (including two or more)
10429,Vegetarian,Not at All,Not at All,Strong,Strong,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,16,Female,California,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
10435,Omnivore,,,,,,,,,,,,Female,California,Some education after high school -  no degree,Neutral/Centrist,White,Do not actively practice a religion
10439,Omnivore,,,,,,,,,,,,Male,California,Associates degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
10443,Omnivore,,,,,,,,,,,,Female,Georgia,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10474,Omnivore,,,,,,,,,,,,Male,Indiana,High school diploma (or equivalent),Strongly Liberal,White,Do not actively practice a religion
10476,Omnivore,,,,,,,,,,,,Male,Minnesota,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10483,Omnivore,,,,,,,,,,,,Female,Wyoming,Graduate or professional degree,Strongly Liberal,Other race/ethnicity (including two or more),Christian (Catholic -  Protestant -  etc.)
10488,Omnivore,,,,,,,,,,,,Female,North Carolina,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10490,Omnivore,,,,,,,,,,,,Female,West Virginia,Associates degree,Moderately Liberal,White,Do not actively practice a religion
10492,Omnivore,,,,,,,,,,,,Female,Arizona,Some education after high school -  no degree,Moderately Liberal,White,Do not actively practice a religion
10495,Omnivore,,,,,,,,,,,,Female,Texas,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
10508,Omnivore,,,,,,,,,,,,Female,New Mexico,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10509,Omnivore,,,,,,,,,,,,Male,California,Bachelors degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
10516,Omnivore,,,,,,,,,,,,Male,Michigan,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
10535,Omnivore,,,,,,,,,,,,Female,Arizona,Bachelors degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Buddhist
10560,Omnivore,,,,,,,,,,,,Female,Missouri,Some education after high school -  no degree,Strongly Conservative,White,Do not actively practice a religion
10563,Omnivore,,,,,,,,,,,,Male,California,Bachelors degree,Moderately Conservative,White,Do not actively practice a religion
10572,Omnivore,,,,,,,,,,,,Male,California,Graduate or professional degree,Moderately Conservative,Christian (Catholic -  Protestant -  etc.),Hindu
10574,Omnivore,,,,,,,,,,,,Female,Washington,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
10580,Omnivore,,,,,,,,,,,,Female,California,Graduate or professional degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
10582,Omnivore,,,,,,,,,,,,Female,Texas,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
10599,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
10601,Omnivore,,,,,,,,,,,,Female,New Hampshire,Some education after high school -  no degree,Neutral/Centrist,Hispanic -  Latino -  or Spanish origin,Christian (Catholic -  Protestant -  etc.)
10649,Vegetarian,Mild,Not at All,Not at All,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,36,Female,North Dakota,Some education after high school -  no degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
10679,Vegan,Very Strong,Somewhat,Not at All,Not at All,Not at All,Somewhat,Not at All,Somewhat,Somewhat,Somewhat,65,Female,Connecticut,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
10680,Omnivore,,,,,,,,,,,,Female,Wyoming,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
10689,Omnivore,,,,,,,,,,,,Female,Michigan,Graduate or professional degree,Moderately Liberal,White,Jewish
10690,Omnivore,,,,,,,,,,,,Female,Oklahoma,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
10693,Omnivore,,,,,,,,,,,,Female,Massachusetts,Some education after high school -  no degree,Neutral/Centrist,African American or Black,Christian (Catholic -  Protestant -  etc.)
10711,Omnivore,,,,,,,,,,,,Female,Arkansas,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
10716,Omnivore,,,,,,,,,,,,Male,North Carolina,Graduate or professional degree,Moderately Conservative,Christian (Catholic -  Protestant -  etc.),Buddhist
10719,Omnivore,,,,,,,,,,,,Female,California,Some education after high school -  no degree,Neutral/Centrist,African American or Black,Do not actively practice a religion
10726,Omnivore,,,,,,,,,,,,Female,Nevada,Graduate or professional degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Hindu
10749,Omnivore,,,,,,,,,,,,Female,Oklahoma,High school diploma (or equivalent),Strongly Liberal,White,Do not actively practice a religion
10752,Omnivore,,,,,,,,,,,,Male,Pennsylvania,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10772,Omnivore,,,,,,,,,,,,Female,California,Graduate or professional degree,Neutral/Centrist,Other race/ethnicity (including two or more),Christian (Catholic -  Protestant -  etc.)
10780,Omnivore,,,,,,,,,,,,Female,North Carolina,Bachelors degree,Neutral/Centrist,White,Jewish
10782,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
10783,Omnivore,,,,,,,,,,,,Female,Arizona,Bachelors degree,Moderately Liberal,Other race/ethnicity (including two or more),Other religion (including two or more)
10787,Omnivore,,,,,,,,,,,,Female,Florida,Some education after high school -  no degree,Neutral/Centrist,White,Do not actively practice a religion
10801,Omnivore,,,,,,,,,,,,Female,Wyoming,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
10802,Omnivore,,,,,,,,,,,,Female,Pennsylvania,Associates degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10809,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
10817,Omnivore,,,,,,,,,,,,Female,California,Associates degree,Moderately Liberal,White,Do not actively practice a religion
10829,Omnivore,,,,,,,,,,,,Female,Oklahoma,Some education after high school -  no degree,Moderately Liberal,White,Other religion (including two or more)
10831,Omnivore,,,,,,,,,,,,Male,Hawaii,Associates degree,Moderately Liberal,White,Do not actively practice a religion
10837,Omnivore,,,,,,,,,,,,Female,Wyoming,Bachelors degree,Strongly Liberal,Other race/ethnicity (including two or more),Do not actively practice a religion
10851,Omnivore,,,,,,,,,,,,Female,Arkansas,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10854,Vegan,Very Strong,Somewhat,Not at All,Not at All,Not at All,Somewhat,Not at All,Somewhat,Somewhat,Somewhat,45,Female,South Carolina,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
10855,Omnivore,,,,,,,,,,,,Female,Oklahoma,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10858,Vegetarian,Mild,Not at All,Not at All,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,16,Female,Indiana,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
10859,Omnivore,,,,,,,,,,,,Female,Tennessee,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10865,Vegetarian,Somewhat,Somewhat,Mild,Somewhat,Not at All,Not at All,Somewhat,Somewhat,Not at All,Somewhat,51,Female,Washington,Associates degree,Moderately Conservative,White,Do not actively practice a religion
10874,Omnivore,,,,,,,,,,,,Female,Colorado,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
10877,Omnivore,,,,,,,,,,,,Female,Hawaii,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
10884,Omnivore,,,,,,,,,,,,Female,New Hampshire,Associates degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10886,Omnivore,,,,,,,,,,,,Male,California,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
10887,Omnivore,,,,,,,,,,,,Male,Idaho,Bachelors degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Christian (Catholic -  Protestant -  etc.)
10905,Omnivore,,,,,,,,,,,,Female,California,Graduate or professional degree,Neutral/Centrist,Middle Eastern,Muslim
10907,Omnivore,,,,,,,,,,,,Female,Indiana,Some education after high school -  no degree,Strongly Liberal,Other race/ethnicity (including two or more),Do not actively practice a religion
10928,Omnivore,,,,,,,,,,,,Female,West Virginia,Associates degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10937,Omnivore,,,,,,,,,,,,Female,Louisiana,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10946,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,16,Female,California,Graduate or professional degree,Strongly Liberal,White,Christian (Catholic -  Protestant -  etc.)
10957,Omnivore,,,,,,,,,,,,Female,Pennsylvania,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
10959,Omnivore,,,,,,,,,,,,Male,California,Graduate or professional degree,Moderately Liberal,Indian,Hindu
10962,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10974,Omnivore,,,,,,,,,,,,Female,Maine,Some education after high school -  no degree,Neutral/Centrist,White,Other religion (including two or more)
10982,Omnivore,,,,,,,,,,,,Male,Delaware,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10984,Omnivore,,,,,,,,,,,,Male,Arizona,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
10988,Omnivore,,,,,,,,,,,,Female,West Virginia,Some education after high school -  no degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
11001,Omnivore,,,,,,,,,,,,Male,California,Some education after high school -  no degree,Moderately Liberal,White,Do not actively practice a religion
11002,Vegetarian,Not at All,Not at All,Strong,Strong,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,21,Female,New Mexico,Graduate or professional degree,Strongly Liberal,White,Jewish
11007,Omnivore,,,,,,,,,,,,Female,Michigan,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11023,Omnivore,,,,,,,,,,,,Female,Minnesota,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11028,Omnivore,,,,,,,,,,,,Female,North Carolina,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
11029,Omnivore,,,,,,,,,,,,Female,Georgia,High school diploma (or equivalent),Moderately Liberal,White,Do not actively practice a religion
11038,Omnivore,,,,,,,,,,,,Female,California,Some education after high school -  no degree,Moderately Liberal,White,Do not actively practice a religion
11045,Omnivore,,,,,,,,,,,,Female,Michigan,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11054,Omnivore,,,,,,,,,,,,Male,California,Bachelors degree,Strongly Liberal,White,Christian (Catholic -  Protestant -  etc.)
11056,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Moderately Liberal,African American or Black,Do not actively practice a religion
11069,Omnivore,,,,,,,,,,,,Female,Georgia,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11074,Omnivore,,,,,,,,,,,,Male,Virginia,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
11077,Omnivore,,,,,,,,,,,,Female,Georgia,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11094,Omnivore,,,,,,,,,,,,Female,Alabama,High school diploma (or equivalent),Strongly Liberal,African American or Black,Other religion (including two or more)
11096,Omnivore,,,,,,,,,,,,Female,Montana,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
11099,Omnivore,,,,,,,,,,,,Female,Colorado,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
11101,Omnivore,,,,,,,,,,,,Male,Idaho,Some education after high school -  no degree,Strongly Conservative,White,Do not actively practice a religion
11127,Vegetarian,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,18,Female,North Carolina,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
11136,Vegan,Very Strong,Strong,Very Strong,Very Strong,Not at All,Not at All,Very Strong,Very Strong,Mild,Very Strong,19,Female,Connecticut,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
11139,Omnivore,,,,,,,,,,,,Female,Washington,Bachelors degree,Neutral/Centrist,Hispanic -  Latino -  or Spanish origin,Christian (Catholic -  Protestant -  etc.)
11142,Omnivore,,,,,,,,,,,,Male,Indiana,Graduate or professional degree,Moderately Liberal,White,Jewish
11156,Vegetarian,Somewhat,Somewhat,Very Strong,Very Strong,Somewhat,Somewhat,Somewhat,Strong,Mild,Somewhat,17,Male,New Mexico,Graduate or professional degree,Moderately Liberal,White,Other religion (including two or more)
11185,Omnivore,,,,,,,,,,,,Female,California,Some education after high school -  no degree,Moderately Liberal,Christian (Catholic -  Protestant -  etc.),Buddhist
11214,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,27,Female,Colorado,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11224,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,13,Female,Wyoming,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
11234,Vegetarian,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,Not at All,Mild,Not at All,Not at All,33,Female,Oklahoma,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
11236,Omnivore,,,,,,,,,,,,Female,New Mexico,Graduate or professional degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
11238,Vegetarian,Not at All,Not at All,Strong,Strong,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,30,Female,California,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
11251,Omnivore,,,,,,,,,,,,Female,Oklahoma,Graduate or professional degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Christian (Catholic -  Protestant -  etc.)
11257,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,14,Female,Puerto Rico,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
11258,Omnivore,,,,,,,,,,,,Male,Arizona,Some education after high school -  no degree,Strongly Liberal,White,Do not actively practice a religion
11264,Vegetarian,Mild,Not at All,Not at All,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,36,Female,Pennsylvania,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
11274,Vegetarian,Somewhat,Somewhat,Very Strong,Very Strong,Somewhat,Somewhat,Somewhat,Strong,Mild,Somewhat,16,Female,Oklahoma,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
11270,Omnivore,,,,,,,,,,,,Female,Wisconsin,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11272,Omnivore,,,,,,,,,,,,Female,New Mexico,Some education after high school -  no degree,Strongly Liberal,White,Do not actively practice a religion
11279,Omnivore,,,,,,,,,,,,Female,North Dakota,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
11285,Omnivore,,,,,,,,,,,,Female,Michigan,Graduate or professional degree,Strongly Conservative,White,Do not actively practice a religion
11286,Omnivore,,,,,,,,,,,,Female,Alabama,High school diploma (or equivalent),Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
11290,Omnivore,,,,,,,,,,,,Female,Hawaii,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
11299,Omnivore,,,,,,,,,,,,Female,Minnesota,Less than 12th grade -  no diploma,Neutral/Centrist,White,Other religion (including two or more)
11309,Vegan,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,38,Female,North Carolina,Some education after high school -  no degree,Neutral/Centrist,White,Jewish
11314,Omnivore,,,,,,,,,,,,Male,West Virginia,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11317,Omnivore,,,,,,,,,,,,Female,Michigan,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
11320,Omnivore,,,,,,,,,,,,Male,Arizona,Bachelors degree,Moderately Liberal,Christian (Catholic -  Protestant -  etc.),Christian (Catholic -  Protestant -  etc.)
11333,Omnivore,,,,,,,,,,,,Female,Arizona,Graduate or professional degree,Strongly Liberal,White,Jewish
11334,Omnivore,,,,,,,,,,,,Female,Indiana,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11345,Omnivore,,,,,,,,,,,,Female,Georgia,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11349,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Neutral/Centrist,White,Jewish
11352,Omnivore,,,,,,,,,,,,Female,Georgia,Some education after high school -  no degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
11361,Omnivore,,,,,,,,,,,,Male,West Virginia,Bachelors degree,Moderately Liberal,Other race/ethnicity (including two or more),Jewish
11384,Omnivore,,,,,,,,,,,,Female,California,Some education after high school -  no degree,Moderately Liberal,White,Do not actively practice a religion
11394,Omnivore,,,,,,,,,,,,Female,West Virginia,Bachelors degree,Neutral/Centrist,Hispanic -  Latino -  or Spanish origin,Christian (Catholic -  Protestant -  etc.)
11395,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Associates degree,Strongly Liberal,White,Do not actively practice a religion
11412,Omnivore,,,,,,,,,,,,Male,Arizona,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
11434,Omnivore,,,,,,,,,,,,Female,Minnesota,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11436,Omnivore,,,,,,,,,,,,Female,West Virginia,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
11459,Omnivore,,,,,,,,,,,,Female,Colorado,High school diploma (or equivalent),Moderately Liberal,Christian (Catholic -  Protestant -  etc.),Do not actively practice a religion
11474,Omnivore,,,,,,,,,,,,Female,Pennsylvania,Bachelors degree,Strongly Liberal,White,Other religion (including two or more)
11479,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Do not actively practice a religion
11483,Omnivore,,,,,,,,,,,,Female,California,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
